ID;S1_Temp;S2_Temp;S3_Temp;S4_Temp;S1_Light;S2_Light;S3_Light;S4_Light;S1_Sound;S2_Sound;S3_Sound;S4_Sound;S5_CO2;S5_CO2_Slope;S6_PIR;S7_PIR;Room_Occupancy_Count
1515;2613~2619;2575;2569~2575;2625~2631;116~117;25~26;186~190;16~20;9~32;5~17;6~49;6~26;650~700;1015384~2446153;0~1;0~1;2
1516;2506;2506~2513;2444~2456;2538;5~6;5~6;25~32;17~20;6~7;4~5;6~7;5~6;360;0~80769;0;0;0
1517;2513;2519;2450~2456;2544;0;0;0;0;6~7;5;5~6;5~6;355~360;-188461~-11538;0;0;0
1518;2613;2575;2563~2575;2619~2631;117~118;26~27;190~199;21~24;13~41;5~50;6~213;6~34;630~640;223076~638461;0~1;0~1;2
1519;2619~2625;2613~2625;2594~2600;2625~2631;114~115;19;179~180;7;7~12;5~7;17~91;6~9;1015~1040;-453846~300000;0~1;0;2
1520;2525;2531;2513~2519;2588~2594;17;20;73~74;52~53;7~8;5;6;9~10;355;0;0;0;0
1521;2500~2513;2506~2513;2456~2463;2525~2531;6;6~7;33~34;22~23;7~8;5;7~9;5~10;350~360;0;0;0;0
1522;2538;2544;2506;2588;0;0;0;0;7~9;6;6;9~10;355;11538~200000;0;0;0
1523;2513;2513;2450;2538~2544;0;0;4~5;3;6~7;4~6;6~7;5~7;355~360;-188461~-53846;0;0;0
1524;2531;2531~2538;2494;2538~2544;0;0;0;0;8~19;4~5;5~6;8~9;345~350;-253846~-88461;0;0;0
1525;2519~2525;2525;2469;2563;0;0;0;0;6~7;4~5;5~6;5~7;360;0;0;0;0
1526;2613~2619;2575;2569~2575;2625~2631;116~117;25~26;186~190;16~20;34~288;5~81;7~317;7~62;645~695;915384~2696153;0~1;0~1;2
1527;2594~2606;2594~2719;2538~2550;2625~2644;160~161;249;78~79;58~59;75~163;112~274;27~62;23~78;500~610;988461~2580769;0~1;0~1;2
1528;2513;2513;2475~2481;2563~2575;11;12;53;36~37;8~10;5~9;6~9;5~7;355~360;-65384~107692;0;0;0
1529;2519;2519;2488;2581~2588;13;14;59;42~43;8~9;5;6~7;5~9;355~360;-26923~57692;0;0;0
1530;2513~2519;2513~2519;2469~2475;2519~2525;0;0;0;0;6~7;5;6~7;8;345;0;0;0;0
1531;2600~2606;2594~2619;2569;2613;0;0;0;0;6~7;4~5;6;6;950~990;-2611538~-2165384;0;0;0
1532;2513~2519;2519;2469;2519~2525;0;0;0;0;6~7;4;5;7~8;345;0;0;0;0
1533;2581~2588;2575;2544~2550;2600~2613;0;0;0;0;6~7;4~5;6;6~7;730~805;-2092307~-1692307;0;0;0
1534;2569~2575;2613~2619;2556~2569;2575~2581;6~8;6~8;28~40;24~27;9~19;28~83;8~190;9~19;475~520;1976923~3007692;0~1;0~1;3
1535;2544;2544;2506~2513;2588~2600;0;0;0;0;7~8;5;6;9;355;76923~123076;0;0;0
1536;2531;2538;2488;2569~2581;0;0;0;0;6~7;4~5;6;6;370;-242307~0;0;0;0
1537;2519;2525;2475~2481;2531;0;0;0;0;6~7;4;5;8;345;0;0;0;0
1538;2550~2563;2588~2631;2538~2550;2563~2569;10;10~13;53~56;32~35;37~64;52~149;11~61;9~25;370~380;353846~1184615;0~1;0~1;3
1539;2538;2538~2544;2494~2513;2588~2600;0;0;0;0;7~8;5;5~6;11;350~355;-153846~34615;0;0;0
1540;2519~2525;2525;2469;2544~2550;0;0;0;0;7;4~5;5~6;9~10;355;0;0;0;0
1541;2525~2531;2531~2538;2481;2569;0;0;0;0;6~7;5;7;6;360~365;-92307~-38461;0;0;0
1542;2538;2531~2544;2481~2488;2569~2575;0;0;0;0;6~7;4~5;7;6;365;-84615~0;0;0;0
1543;2531~2538;2538;2531~2538;2600~2613;20;24;83~85;61;7~8;4~5;6;9~11;355;0;0;0;0
1544;2538;2538;2500;2550~2581;0;0;0;0;8;5;5~6;10~11;355~360;0;0;0;0
1545;2538;2531~2538;2481~2488;2569~2581;0;0;0;0;7;4~5;6;7;365~370;-92307~0;0;0;0
1546;2538;2538~2544;2500~2513;2594;0;0;0;0;8;5;7~8;9~11;350~355;-169230~0;0;0;0
1547;2531~2538;2538~2544;2525~2531;2600~2613;19~20;23~24;83~85;59~60;7~11;4~5;5~6;9~11;355;0;0;0;0
1548;2506~2513;2513;2456;2519;0;0;0;0;7~8;5;5;9;345;0;0;0;0
1549;2594~2600;2619~2625;2575~2581;2594~2600;142~143;227~228;5~6;6~7;8~33;21~52;8~17;9~13;835;-811538~669230;0~1;0~1;2
1550;2519;2519;2456;2544~2556;0;0;0;0;6~7;4~5;6;5~6;355~360;11538~88461;0;0;0
1551;2625~2631;2656~2825;2594~2606;2638~2650;150;235~237;180;10~11;70~110;15~62;14~187;9~53;1080~1215;-334615~3238461;0~1;0~1;3
1552;2594~2600;2675~2681;2550;2631~2638;119;22~24;33~40;23~29;7~18;5~6;6~18;6~7;450~485;750000~1615384;0~1;0~1;1
1553;2613~2619;2575;2569~2588;2625~2631;116;24~26;178~185;9~18;49~160;56~117;32~360;25~112;680~810;1673076~2642307;0~1;0~1;2
1554;2569~2581;2581~2588;2538~2544;2594~2606;0;0;0;0;7;4~5;5~6;5~6;680~795;-2407692~-2146153;0;0;0
1555;2588~2625;2581~2613;2575~2594;2594~2631;148~150;237~241;180~186;12~26;7~37;5~9;9~52;7~63;780~835;1503846~1880769;0~1;1;3
1556;2544~2556;2544~2556;2506~2513;2588~2606;0;0;0;0;7~8;6;7;6~11;350~415;-1192307~-30769;0;0;0
1557;2538;2538~2544;2500~2506;2544~2556;0;0;0;0;8~51;4~5;5~6;8~9;360~365;-296153~-253846;0;0;0
1558;2538;2538;2494~2500;2588~2594;0;0;0;0;8;4~5;6;9~10;355;-69230~0;0;0;0
1559;2506~2513;2506;2456;2519;0;0;0;0;7~8;4~5;6;9~10;345;0;0;0;0
1560;2500~2513;2500~2513;2444~2463;2538~2544;5~6;5~6;26~32;18~20;8~9;5;5~6;7~11;350~360;0~84615;0;0;0
1561;2519;2519;2469;2550~2556;0;0;0;0;8~11;4~5;5~6;5~6;360~365;-103846~15384;0;0;0
1562;2581~2588;2606~2619;2575~2581;2581~2594;2~4;3~5;13~35;10~16;22~112;6~38;15~55;8~17;680~755;1657692~3946153;0~1;0~1;3
1563;2581~2588;2606~2619;2575~2581;2581~2594;2~4;3~5;13~35;10~16;22~112;6~38;15~55;8~17;680~755;1657692~3946153;0~1;0~1;3
1564;2544~2550;2544~2550;2494~2506;2556~2575;0;0;0;0;6~7;6~10;6~7;5~6;370~380;-26923~0;0;0;0
1565;2531~2538;2531~2538;2481~2488;2569~2588;0;0;0;0;7;4~5;7;7;365~375;-238461~88461;0;0;0
1566;2550~2556;2550~2556;2513;2563~2575;0;0;0;0;6~7;4~5;5~6;5~6;390~400;-1653846~-1303846;0;0;0
1567;2531~2538;2531~2538;2481~2488;2569~2581;0;0;0;0;8;4~5;5~6;11~12;355;0;0;0;0
1568;2525;2525;2481;2531;0;0;0;0;7;4~5;5~6;8;345;0;0;0;0
1569;2500~2506;2500~2513;2450~2456;2538~2550;5~6;6;31~33;21;7;4~6;5~7;5~6;360;0;0;0;0
1570;2544;2538~2544;2500~2513;2588~2594;0;0;0;0;7~8;5;7;9~10;350~355;-157692~0;0;0;0
1571;2531;2531~2538;2494;2538~2544;0;0;0;0;7;4~5;5~6;9~10;345~355;-184615~-42307;0;0;0
1572;2625~2631;2631~2663;2588~2600;2638~2644;150;234~236;181~187;10;20~71;9~25;12~45;6~12;1000~1155;1961538~3065384;0~1;0~1;3
1573;2594~2600;2606~2613;2575~2581;2638;15~17;20~21;88~93;54~58;6~7;5~7;6;6;740~805;-3992307~-2350000;0;0;0
1574;2544;2544~2550;2506~2513;2588~2606;0;0;0;0;7~8;4~5;7;9~10;350~355;15384~80769;0;0;0
1575;2544;2544~2550;2513;2594~2606;0;0;0;0;7~8;4~5;7;9~10;350~355;84615~146153;0;0;0
1576;2613~2619;2575;2569~2575;2625~2631;116~117;25~26;186~190;16~20;9~32;5~17;6~49;6~26;650~700;1015384~2446153;0~1;0~1;2
1577;2544;2544~2550;2500~2506;2550~2556;0;0;0;0;6~7;4~5;5~6;6;375~380;-19230~0;0;0;0
1578;2506~2513;2500~2513;2444~2456;2538~2544;0;0;4~6;3~5;6~7;5;5~6;5~7;355~360;-42307~176923;0;0;0
1579;2513~2519;2513~2519;2469;2519~2525;0;0;0;0;8~9;4~5;5~6;8;345;0;0;0;0
1580;2594~2600;2619~2631;2575~2588;2594~2600;141~143;226~228;5~7;6~8;20~40;59~121;10~19;10~15;825~855;-276923~426923;0~1;0~1;2
1581;2581~2588;2588~2594;2569;2631~2638;13~14;16;78~80;49~50;7;5;6~12;6~10;615~655;-3169230~-1734615;0;0;0
1582;2519~2531;2525;2469~2481;2550~2563;0;0;0;0;6~7;5;7;5~6;365;-7692~42307;0;0;0
1583;2538;2538~2544;2494~2513;2588;0;0;0;0;7~9;6;5~6;9~10;350~355;-88461~0;0;0;0
1584;2625~2631;2656~2825;2594~2606;2638~2650;150;235~237;180;10~11;70~110;15~62;14~187;9~53;1080~1215;-334615~3238461;0~1;0~1;3
1585;2506~2519;2506~2519;2450~2463;2538~2556;0;0;0;0;8~10;6~7;5~8;5~6;355~360;-153846~0;0;0;0
1586;2544;2538~2544;2494;2569;0;0;0;0;6~7;4~5;6;6;365~370;-100000~-46153;0;0;0
1587;2544~2550;2544;2525;2600~2606;0;0;0;0;7;4~5;5~6;9~11;350~355;0~200000;0~1;0;0
1588;2544;2544~2550;2506;2556~2563;0;0;0;0;6~7;5;5~6;6;375~380;-261538~-38461;0;0;0
1589;2525;2525~2531;2469;2563;0;0;0;0;8;4~5;6;5~7;360;0;0;0;0
1590;2575~2581;2606;2569;2581~2588;5;5~7;21~24;18~21;17~375;6~15;7~27;9~11;575~630;2673076~3719230;0~1;0~1;3
1591;2606;2681;2550~2556;2631~2638;117~118;21;26~27;20;13~16;6~11;6~10;6~8;510~515;1426923~1696153;0~1;0;1
1592;2581~2588;2575;2550;2600~2606;0;0;0;0;6~7;4~5;6;6~7;755~775;-2469230~-2380769;0;0;0
1593;2625~2631;2631~2713;2594~2600;2638~2644;148~149;234~235;177~178;10~11;24~57;21~285;59~189;22~44;890~1035;2484615~4015384;0~1;0~1;3
1594;2538;2538~2544;2506;2588;0;0;0;0;8;5;6;9~10;355;-30769~0;0;0;0
1595;2613~2619;2600~2606;2575~2588;2619~2631;0;0;0;0;6~7;5;5~6;6;990~1010;-1488461~1000000;0;0;0
1596;2538;2538~2544;2494;2550~2569;0;0;0;0;6~7;5;7;6;365~375;-269230~0;0;0;0
1597;2581~2588;2563~2575;2525~2538;2619~2625;159~160;248~249;74~80;54~60;23~113;10~321;8~81;7~57;390~445;334615~2088461;0~1;0~1;2
1598;2506~2513;2506;2456;2519;0;0;0;0;7~8;4~5;6;9~10;345;0;0;0;0
1599;2531;2531~2538;2481;2569~2575;0;0;0;0;6~7;5;5~6;5~6;365;3846~53846;0;0;0
1600;2588~2619;2600~2788;2575~2600;2594~2631;149~164;238~255;184~261;12~72;47~346;17~25;10~137;7~34;765~925;1511538~3076923;0~1;0~1;3
1601;2625~2638;2594~2806;2588~2606;2638~2644;150;238~239;180~181;10~11;8~73;27~77;6~365;6~63;860~1220;-503846~2384615;0~1;0~1;3
1602;2513~2519;2525;2475;2531;0;0;0;0;6~7;4~5;5~6;9;345;0;0;0;0
1603;2619~2638;2581~2813;2575~2613;2638~2656;117~142;19~226;170~185;7~10;54~217;39~175;80~365;34~152;735~1220;-500000~1073076;0~1;0~1;3
1604;2519~2525;2525~2531;2475;2563;0;0;0;0;6~7;4~5;5~6;5~7;360;-76923~0;0;0;0
1605;2544~2550;2550;2506;2588;0;0;0;0;7;4~5;5~6;6;390;-757692~0;0;0;0
1606;2600~2619;2625~2725;2588~2613;2638~2644;17~19;21~22;95~98;59~60;8~231;5~303;6~367;6~64;835~970;-5938461~650000;0~1;0~1;0
1607;2531~2538;2531~2538;2481~2488;2569~2588;0;0;0;0;7;4~5;7;7;365~375;-238461~88461;0;0;0
1608;2506~2513;2506~2513;2450~2456;2513~2519;0;0;0;0;7~8;4~5;5;7~8;345;0;0;0;0
1609;2619~2625;2613~2631;2594~2600;2625~2631;113~114;19;177~180;7;8~35;5~8;25~64;6~13;1010~1030;-1400000~-473076;0;0;2
1610;2606~2619;2638~2688;2588~2613;2638~2644;19~20;23~24;99~101;60~62;7~8;4~5;6;6~7;890~975;-2688461~650000;0;0;0
1611;2513~2525;2513~2519;2456~2463;2550~2556;0;0;0;0;8~9;5;5~6;5~6;360;0~46153;0;0;0
1612;2519;2525;2481~2488;2525~2531;0;0;0;0;6~7;4~5;6;9;345;0;0;0;0
1613;2519;2519;2475;2525;0;0;0;0;7;4~5;6;9;345;0;0;0;0
1614;2519~2531;2488~2500;2469~2481;2563~2569;122~124;35~36;58~60;44~45;40~94;5~19;6~21;6~14;410~445;719230~1234615;0~1;0;1
1615;2556~2581;2638~2900;2500~2538;2588~2606;155~160;239~243;75~224;56~67;52~347;63~334;23~172;20~340;580~700;1738461~2353846;0~1;0~1;2
1616;2506;2506;2463;2531;7;7~8;35~38;24~25;7~8;5~6;7~16;5~6;360;-30769~53846;0;0;0
1617;2531;2531;2475~2481;2563;0;0;0;0;6~7;4~5;7;6;360;-92307~34615;0;0;0
1618;2500~2506;2500~2506;2450~2456;2519~2531;6;6;33;21~22;7~8;5;6;5~6;360;0;0;0;0
1619;2556~2569;2681~2825;2500~2519;2594~2606;155~156;238~243;73~79;56~62;9~49;11~196;9~98;6~19;580~645;696153~2015384;0~1;0~1;2
1620;2525~2538;2525~2538;2475~2488;2569~2581;0;0;0;0;8;6;5~6;6~11;355~370;0;0;0;0
1621;2544;2544;2519;2600~2613;0;0;0;0;7~8;5;7;11;350~355;-169230~230769;0;0;0
1622;2519;2519;2469;2525;0;0;0;0;6~7;5;5;8;345;0;0;0;0
1623;2513;2513;2450;2525~2531;0;0;0;0;8;4~5;5~6;6;355~360;-53846~0;0;0;0
1624;2544~2550;2544;2519;2606;0;0;0;0;7~8;4~5;6;9~10;350~355;11538~176923;0;0;0
1625;2513~2519;2519;2463;2538~2544;0;0;0;0;7;4~5;5~6;9~12;350~355;-65384~57692;0;0;0
1626;2519;2525;2463;2556;0;0;0;0;7;5;5~6;6~7;355~360;-46153~0;0;0;0
1627;2519~2525;2525~2531;2475;2556;0;0;0;0;7;4~5;5~6;9~11;355;0;0;0;0
1628;2563~2575;2563~2569;2525~2531;2588;0;0;0;0;6~7;4~5;6;6~7;530~590;-2976923~-1973076;0;0;0
1629;2538;2538;2494~2500;2588~2594;0;0;0;0;8;4~5;6;9~10;355;-69230~0;0;0;0
1630;2588~2619;2600~2788;2575~2600;2594~2631;149~164;238~255;184~261;12~72;47~346;17~25;10~137;7~34;765~925;1511538~3076923;0~1;0~1;3
1631;2525;2525;2481;2525~2531;0;0;0;0;7;4~5;5~6;9~10;345;0;0;0;0
1632;2606;2681;2550;2625~2638;115~117;20~21;22~25;14~18;7~15;9~20;6~9;6~8;525~540;600000~1253846;0~1;0;1
1633;2500~2506;2506;2444;2531;0;0;0;0;7~8;4~5;5~6;5~6;355;-19230~0;0;0;0
1634;2581~2594;2675~2681;2550~2556;2625~2638;120;24~26;42~48;31~35;22~85;6~14;6~14;6~14;415~450;-1865384~1207692;0~1;0;1
1635;2550;2550;2506;2556~2569;0;0;0;0;6~7;5;6;6;385;-223076~-46153;0;0;0
1636;2625;2613~2619;2594~2600;2625~2631;114~115;19;179~181;7;67~109;28~47;22~56;11~22;1005~1025;-603846~346153;0;0~1;2
1637;2550~2569;2531~2538;2506~2513;2588~2600;122~123;37~38;66~69;48~49;42~62;20~28;10~21;9~16;370~375;126923~300000;0~1;0;1
1638;2519~2525;2519;2469~2475;2550~2556;0;0;0;0;7;6;6~7;5~10;355~365;-184615~0;0;0;0
1639;2619~2625;2581;2581~2588;2631;114~116;24;176~178;9~11;7~28;5~23;7~102;6~27;750~810;1173076~2096153;0~1;0~1;2
1640;2600~2613;2706~2781;2581~2600;2619~2631;163~165;251~255;266~278;69~71;6~17;5~10;6~87;6~12;865~910;930769~1765384;0~1;0~1;3
1641;2506~2513;2506~2513;2444~2456;2513~2531;0;0;0;0;7~8;4~5;7;5~6;355;-161538~-34615;0;0;0
1642;2525~2531;2525~2531;2475~2481;2569~2575;0;0;0;0;8~9;4~5;5~6;9~10;355;0;0;0;0
1643;2531~2538;2531~2538;2481~2488;2569~2588;0;0;0;0;7;4~5;7;7;365~375;-238461~88461;0;0;0
1644;2619~2625;2613~2625;2594~2600;2625~2631;114~115;19;179~182;7;50~157;28~82;10~109;25~35;1005~1040;-1223076~103846;0~1;0~1;2
1645;2544;2544;2538;2606~2613;5~6;5~7;27~35;20~24;8~31;6~34;5~34;10~22;350~355;-219230~19230;0;0;0
1646;2506~2513;2506;2450~2456;2513~2519;2;2~3;13~14;8~9;7~9;4~5;5~6;8;345;0;0;0;0
1647;2581~2588;2594~2600;2550~2556;2606;0;0;0;0;7;4~5;5~6;6;805~830;-3530769~-2846153;0;0;0
1648;2556;2556;2519;2563~2575;0;0;0;0;6~7;4~5;5~6;6;425~450;-2119230~-1380769;0;0;0
1649;2506~2513;2506~2519;2469~2481;2563~2569;10;11;48~49;34~35;7~9;4~5;5~6;6~11;355~360;0~161538;0;0;0
1650;2594;2613~2619;2581~2588;2594;145~147;230~232;170~173;20;24~32;24~37;60~142;13~31;810~845;-415384~2034615;0~1;0~1;2
1651;2544~2550;2544;2525;2600~2606;0;0;0;0;7;4~5;5~6;9~11;350~355;0~200000;0~1;0;0
1652;2544;2538~2544;2500~2513;2588~2594;0;0;0;0;7~8;5;7;9~10;350~355;-157692~0;0;0;0
1653;2513~2519;2513~2519;2481~2494;2569~2581;11~12;13~14;52~54;35~38;7~8;4~5;5~6;6~9;355~360;-119230~34615;0;0;0
1654;2544;2544;2506~2513;2550~2556;0;0;0;0;7;4~5;5~6;8~9;370~375;-257692~-176923;0;0;0
1655;2613;2581~2606;2550~2563;2625~2631;119;24;192~200;14~19;13~50;13~54;7~158;8~50;565~620;1288461~2000000;0~1;0~1;2
1656;2575~2600;2581~2613;2544~2569;2581~2613;0;0;0;0;6~7;6~11;5~13;6~9;735~930;-3042307~-150000;0;0;0
1657;2575~2581;2681~2688;2550~2556;2625~2631;9~10;10~11;49~57;35~41;6~7;5~6;6;6;435~460;-2211538~-1119230;0;0;0
1658;2525;2525;2481;2525~2531;0;0;0;0;7;4~5;5~6;9~10;345;0;0;0;0
1659;2519;2519;2469;2550~2556;0;0;0;0;8~11;4~5;5~6;5~6;360~365;-103846~15384;0;0;0
1660;2531;2525~2531;2469~2475;2556~2563;0;0;0;0;6~7;4~5;5~6;5~8;360;-46153~0;0;0;0
1661;2538;2538;2494~2500;2588;0;0;0;0;7;4~5;5~6;6~10;355~375;-276923~0;0;0;0
1662;2506~2513;2513;2450;2538~2550;0;0;1~4;1~2;6~7;4~6;6;5~6;355;-157692~-65384;0;0;0
1663;2506~2513;2500~2513;2444~2456;2519~2531;0;0;4~6;3~4;7~8;4~5;7~10;5~10;345~355;-107692~0;0;0;0
1664;2519~2531;2525~2531;2469~2488;2538~2563;0;0;0;0;6~7;6;7;6~10;345~365;-42307~0;0;0;0
1665;2606~2613;2575;2556~2563;2625~2638;116~118;25~27;40~46;23~27;7;4~5;6~9;6;610~620;519230~923076;0;0;1
1666;2519;2525;2469~2475;2525;0;0;0;0;7;4;6;9;345;0;0;0;0
1667;2544~2550;2544;2525;2606~2613;0;0;1~3;1~2;8~11;6~11;6~14;9~11;350;0~26923;0;0;0
1668;2631~2638;2794~2800;2606;2638~2650;150;238~239;180~181;10~11;75~310;12~44;11~200;9~56;1200~1225;-500000~1365384;0~1;0~1;3
1669;2619~2625;2613~2631;2594;2625~2631;113~115;18~19;177~180;7;7~34;16~49;50~126;18~45;1020~1050;-1142307~715384;0~1;0~1;2
1670;2513~2519;2513~2519;2469;2525~2531;0;0;0;0;6~7;4;6~7;9~10;345;0;0;0;0
1671;2506~2513;2506~2513;2469;2544~2556;8~9;9;41~43;28~29;8;6~7;6~10;5~6;355~360;-215384~-15384;0;0;0
1672;2544;2544;2525~2531;2619;0~1;0~1;2~10;2~6;8;6;6~7;9~10;350;0;0;0;0
1673;2544;2544~2550;2500~2506;2550~2556;0;0;0;0;6~7;4~5;5~6;6;375~380;-19230~0;0;0;0
1674;2519;2513;2463;2519~2525;0;0;0;0;7~8;4~5;6;8;345;0;0;0;0
1675;2544;2544;2506;2550~2556;0;0;0;0;7;4~5;5~6;9~10;370~375;-292307~-261538;0;0;0
1676;2538;2544;2506~2513;2594;0;0;0;0;7~8;5;6;10;355;15384~188461;0;0;0
1677;2619~2638;2581~2813;2575~2613;2638~2656;117~142;19~226;170~185;7~10;54~217;39~175;80~365;34~152;735~1220;-500000~1073076;0~1;0~1;2
1678;2506~2513;2506~2513;2469~2475;2569~2575;9~10;10~11;44~48;29~33;8;4~5;7;9~11;355;0;0;0;0
1679;2594~2600;2781~2838;2550~2569;2613~2619;162~164;247~249;228~267;68~70;55~225;81~340;136~366;28~184;810~845;3030769~8096153;0~1;0~1;3
1680;2544;2538~2544;2500;2588;0;0;0;0;7~8;5;5~6;9~10;355;0;0;0;0
1681;2544~2569;2531~2544;2506~2519;2588~2600;122~124;25~38;72~74;52~53;54~153;18~344;8~70;11~56;365~380;0~269230;0~1;0~1;2
1682;2606~2613;2575;2556~2563;2625~2638;116~118;25~27;40~46;23~27;7;4~5;6~9;6;610~620;519230~923076;0;0;1
1683;2525~2538;2525~2544;2506~2544;2588~2619;15~16;19~20;71~76;53~54;7~8;4~6;5~7;9~11;355;0;0;0;0
1684;2588~2613;2694~2719;2550~2556;2625~2638;14~16;15;71~73;52~55;8~200;8~65;9~44;6~33;535~655;-4076923~1976923;0~1;0~1;0
1685;2600~2606;2575;2556~2563;2631;118~119;29;51~54;30~34;8~9;5~6;6~18;6;590~605;219230~1423076;0~1;0;1
1686;2544~2550;2544~2550;2531~2538;2606~2613;2~3;2~3;10~17;7~12;7~8;4~5;6;9~10;350;-92307~-23076;0;0;0
1687;2538;2538~2544;2494;2550~2569;0;0;0;0;6~7;5;7;6;365~375;-269230~0;0;0;0
1688;2575~2594;2581~2600;2538~2563;2600~2619;0;0;0;0;6~7;4~5;7;6;705~865;-3407692~-1434615;0;0;0
1689;2506;2506;2456~2463;2544;7;8;37~39;24~26;7~8;4~6;6;5~9;355~360;-46153~0;0;0;0
1690;2506~2513;2506~2513;2456;2519;0;0;0;0;7~8;4~5;6;8;345;0;0;0;0
1691;2588~2600;2613~2625;2563~2569;2588~2600;0;0;0;0;7;4~5;4~6;8~9;825~855;-1219230~1000000;0;0;0
1692;2569;2569~2575;2531~2538;2588;0;0;0;0;6~7;5;6;6~7;620~650;-2315384~-2200000;0;0;0
1693;2500~2513;2506~2513;2456~2463;2519~2531;6;6~7;33~35;21~23;8~11;6~10;6~8;6~10;345~360;0;0;0;0
1694;2506;2506;2450~2456;2506~2519;2;2~3;14;9;7~9;5;5~6;9~11;345~350;0;0;0;0
1695;2531~2538;2531~2538;2481~2488;2569~2575;0;0;0;0;8;4~5;5~6;5~7;360~370;-123076~0;0;0;0
1696;2513~2519;2519;2475;2519~2525;0;0;0;0;7;4~5;5;9;345;0;0;0;0
1697;2538;2531~2538;2481~2488;2569~2581;0;0;0;0;7;4~5;6;7;365~370;-92307~0;0;0;0
1698;2506~2513;2506~2513;2444~2456;2513~2531;0;0;0;0;7~8;4~5;7;5~6;355;-161538~-34615;0;0;0
1699;2513;2513;2456~2463;2538~2544;6~7;7;33~35;22~23;6~8;4~5;5~6;7;360;-30769~3846;0;0;0
1700;2619~2625;2613~2625;2594;2625~2631;114~115;19;179~181;7;42~86;9~18;14~25;6~10;1020~1040;253846~726923;0~1;0;2
1701;2506~2513;2506~2513;2444~2456;2538~2544;0;0;0;0;6~7;5;5~6;5~6;355~360;-138461~0;0;0;0
1702;2519~2525;2525;2463~2475;2550~2556;0;0;0;0;8;4~5;7;6~10;355~360;-69230~0;0;0;0
1703;2544~2550;2550;2506~2513;2588~2594;0;0;0;0;6~7;4~5;7;6~7;390~410;-815384~0;0;0;0
1704;2556~2563;2556~2563;2513~2519;2588~2594;0;0;0;0;7~8;5;7;6~7;425~485;-1369230~-992307;0;0;0
1705;2531;2538;2488;2569~2581;0;0;0;0;7;5;5~6;9~11;355;0;0;0;0
1706;2519;2513~2519;2463;2525~2531;0;0;0;0;7~8;4~5;5~6;9~10;345~355;0~26923;0;0;0
1707;2513~2519;2488~2494;2469~2475;2550~2556;123;35;57~59;44~45;21~157;6~25;7~19;5~16;400~425;388461~1176923;0~1;0;1
1708;2619~2631;2606~2675;2581~2594;2631;149~150;236~237;179~187;10~11;9~44;15~55;6~66;6~98;790~1045;1407692~3753846;0~1;0~1;3
1709;2513~2525;2513~2519;2456~2463;2550~2556;0;0;0;0;8~9;5;5~6;5~6;360;0~46153;0;0;0
1710;2513;2513;2456~2463;2525~2531;0;0;0;0;7~8;4;5~6;7~8;345;0;0;0;0
1711;2513~2519;2513~2519;2475~2488;2569~2581;11~12;13;53~54;36~38;7~10;4~8;7~8;6~11;355~360;-61538~57692;0;0;0
1712;2581~2606;2588~2713;2550~2569;2625~2638;13~15;14~16;70~79;49~51;7;6;5~7;6;600~665;-3469230~2884615;0;0;0
1713;2625;2619~2631;2588~2594;2631;149~150;234~235;185~186;10;9~19;21~56;8~11;7~9;840~990;2100000~3769230;0~1;0~1;3
1714;2619~2638;2581~2813;2575~2613;2638~2656;117~142;19~226;170~185;7~10;54~217;39~175;80~365;34~152;735~1220;-500000~1073076;0~1;0~1;3
1715;2606;2575;2556;2631~2638;117~119;28~29;48~50;28~29;8~43;5~12;5~14;6~33;595~610;134615~661538;0~1;0;1
1716;2506;2500~2506;2444~2450;2538;1~2;1~2;7~14;5~9;8;4~5;5~6;5~6;355;-30769~0;0;0;0
1717;2625;2619~2631;2588~2594;2638;150;234~236;185~187;10;7~9;8~17;7~39;6~8;915~1015;2253846~4061538;0;0~1;3
1718;2513~2519;2513~2519;2463;2538~2556;0;0;0;0;6~7;4~5;5~6;5~6;355~360;-92307~0;0;0;0
1719;2506~2519;2506~2519;2444~2463;2538;0;0;0;0;8~9;4~5;5~6;7~10;355;-57692~88461;0;0;0
1720;2531~2538;2538~2544;2525~2531;2600~2613;19~20;23~24;83~85;59~60;7~11;4~5;5~6;9~11;355;0;0;0;0
1721;2550~2563;2588~2631;2538~2550;2563~2575;9~10;10~13;51~57;31~35;37~73;21~51;13~98;9~16;370~380;0~1200000;0~1;0~1;3
1722;2544~2569;2531~2538;2506~2519;2588~2600;123~124;37~38;70~71;50~51;9~49;5~28;6~24;6~13;365~380;192307~300000;0~1;0;1
1723;2544~2550;2544;2525;2606~2613;0;0;1~3;1~2;8~11;6~11;6~14;9~11;350;0~26923;0;0;0
1724;2525~2531;2525~2531;2475~2481;2569~2575;0;0;0;0;8~9;4~5;5~6;9~10;355;0;0;0;0
1725;2556;2550~2556;2513~2519;2563;0;0;0;0;7;4~5;5~6;7~9;420~500;-2192307~-1515384;0;0;0
1726;2550;2544~2550;2500~2506;2550~2563;0;0;0;0;6~7;4~5;5~6;5~6;380;-30769~0;0;0;0
1727;2575~2594;2581~2600;2538~2563;2600~2619;0;0;0;0;6~7;4~5;7;6;705~865;-3407692~-1434615;0;0;0
1728;2588~2606;2581~2681;2550~2569;2625~2631;119~121;26~31;49~59;35~38;7~11;5~13;5~6;6~7;415~595;-138461~1673076;0~1;0;1
1729;2500~2506;2506;2444;2531;0;0;0;0;7~8;4~5;5~6;5~6;355;-19230~0;0;0;0
