ID;S1_Temp;S2_Temp;S3_Temp;S4_Temp;S1_Light;S2_Light;S3_Light;S4_Light;S1_Sound;S2_Sound;S3_Sound;S4_Sound;S5_CO2;S5_CO2_Slope;S6_PIR;S7_PIR;Room_Occupancy_Count
1583;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1584;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1585;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1586;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1587;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1588;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1589;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1590;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1591;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;1
1592;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1593;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1594;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1595;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1596;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1597;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;2
1598;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1599;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1600;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1601;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1602;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1603;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1604;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1605;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1606;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1607;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1608;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1609;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1610;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1611;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1612;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1613;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1614;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;1
1615;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1616;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1617;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1618;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1619;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1620;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1621;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1622;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1623;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1624;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1625;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1626;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1627;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1628;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1629;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1630;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1631;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1632;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;1
1633;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1634;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;1
1635;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1636;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1637;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;1
1638;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1639;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1640;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1641;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1642;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1643;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1644;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1645;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1646;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1647;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1648;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1649;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1650;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1651;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1652;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1653;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1654;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1655;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1656;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1657;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1658;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1659;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1660;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1661;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1662;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1663;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1664;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1665;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;1
1666;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1667;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1668;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1669;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1670;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1671;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1672;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1673;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1674;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1675;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1676;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1677;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1678;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1679;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1680;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1681;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;2
1682;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;1
1683;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1684;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1685;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;1
1686;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1687;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1688;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1689;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1690;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1691;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1692;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1693;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1694;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1695;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1696;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1697;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1698;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1699;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1700;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;2
1701;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1702;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1703;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1704;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1705;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1706;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1707;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;1
1708;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1709;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1710;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1711;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1712;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1713;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1714;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1715;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;1
1716;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1717;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1718;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1719;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1720;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1721;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;3
1722;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;1
1723;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1724;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1725;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1726;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1727;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;0
1728;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;1
1729;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1730;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1731;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1732;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1733;2550~2638;2581~2900;2500~2619;2563~2656;0~165;0~258;0~280;0~74;6~388;4~344;4~367;5~340;370~1270;-6296153~8946153;0~1;0~1;1
1734;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1735;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1736;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1737;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1738;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1739;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;1
1740;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1741;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1742;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1743;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1744;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1745;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1746;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1747;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1748;2494~2531;2475~2519;2444~2500;2494~2594;2~124;1~37;10~75;6~53;6~384;4~64;5~48;5~39;345~450;-719230~1269230;0~1;0~1;0
1749;2544~2625;2525~2575;2488~2588;2550~2644;0~160;0~251;0~214;0~63;6~384;4~344;5~365;5~112;350~815;-3169230~3907692;0~1;0~1;0
1750;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1751;2513~2538;2525~2544;2456~2506;2519~2569;0~158;0~243;0~70;0~54;6~71;4~68;5~27;5~23;345~455;-300000~646153;0~1;0;0
1752;2500~2525;2500~2519;2444~2481;2513~2563;0~1;0~1;0~10;0~7;6~11;4~11;5~10;5~12;345~365;-226923~288461;0;0;0
1753;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
1754;2519~2538;2525~2563;2481~2544;2575~2619;0~157;0~242;0~87;0~63;6~279;4~108;5~68;5~34;350~455;-296153~1103846;0~1;0~1;0
