ID;age;race;sex;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;capital-gain;capital-loss;hours-per-week;native-country;salary-class
512;33;White;Female;Private;203463;HS-grad;9;Divorced;Other-service;Own-child;0;0;40;United-States;<=50K
513;25;White;Male;Private;169759;HS-grad;9;Never-married;Handlers-cleaners;Own-child;0;0;95;United-States;<=50K
514;40;White;Male;Federal-gov;241895;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;0;0;40;United-States;<=50K
515;17;Black;Male;Private;225211;9th;5;Never-married;Other-service;Own-child;0;0;35;United-States;<=50K
516;40;White;Female;Private;174515;HS-grad;9;Married-spouse-absent;Other-service;Own-child;0;0;40;United-States;<=50K
517;42;White;Male;Private;255667;Some-college;10;Married-civ-spouse;Craft-repair;Husband;0;0;50;United-States;>50K
518;45;White;Male;Private;129336;Masters;14;Married-civ-spouse;Adm-clerical;Husband;0;0;45;United-States;>50K
519;75;White;Male;Self-emp-not-inc;184335;11th;7;Married-civ-spouse;Exec-managerial;Husband;0;0;30;United-States;<=50K
520;45;White;Female;Federal-gov;170915;HS-grad;9;Divorced;Tech-support;Not-in-family;4865;0;40;United-States;<=50K
521;32;White;Male;Private;29312;Some-college;10;Never-married;Handlers-cleaners;Own-child;0;0;40;United-States;<=50K
522;37;White;Male;Private;188069;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;United-States;<=50K
523;39;White;Male;Private;120074;HS-grad;9;Divorced;Handlers-cleaners;Not-in-family;0;0;40;United-States;<=50K
524;49;White;Male;Private;168211;Some-college;10;Married-civ-spouse;Craft-repair;Husband;0;1485;40;United-States;>50K
525;45;White;Female;Local-gov;148254;Masters;14;Divorced;Prof-specialty;Not-in-family;0;0;35;United-States;<=50K
526;34;White;Female;Private;56883;Some-college;10;Never-married;Other-service;Unmarried;0;0;40;United-States;<=50K
527;49;White;Male;Self-emp-inc;58359;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;15024;0;50;United-States;>50K
528;22;White;Male;Private;110684;HS-grad;9;Never-married;Adm-clerical;Own-child;0;0;20;United-States;<=50K
529;56;Black;Female;Private;311249;HS-grad;9;Widowed;Adm-clerical;Unmarried;0;0;38;United-States;<=50K
530;45;White;Female;Private;275517;HS-grad;9;Divorced;Craft-repair;Unmarried;0;0;40;United-States;<=50K
531;50;White;Male;Self-emp-not-inc;95949;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;0;0;50;United-States;<=50K
532;21;White;Male;Private;275291;Some-college;10;Never-married;Sales;Own-child;0;0;12;United-States;<=50K
533;27;Black;Male;Private;404421;Some-college;10;Never-married;Handlers-cleaners;Not-in-family;0;0;40;United-States;<=50K
534;42;White;Male;Self-emp-not-inc;320744;HS-grad;9;Married-civ-spouse;Sales;Husband;3908;0;45;United-States;<=50K
535;45;White;Male;Private;223319;Some-college;10;Divorced;Sales;Own-child;0;0;45;United-States;<=50K
536;18;White;Male;Private;208447;12th;8;Never-married;Handlers-cleaners;Own-child;0;0;6;United-States;<=50K
537;34;White;Female;Private;198634;Assoc-voc;11;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
538;18;White;Male;Local-gov;466325;11th;7;Never-married;Adm-clerical;Own-child;0;0;12;United-States;<=50K
539;45;White;Male;Private;67716;HS-grad;9;Never-married;Craft-repair;Own-child;10520;0;48;United-States;>50K
540;41;White;Male;Private;104334;Some-college;10;Married-civ-spouse;Sales;Husband;0;0;50;United-States;>50K
541;27;White;Female;Private;191177;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;40;United-States;<=50K
542;39;White;Male;Private;129150;Bachelors;13;Married-civ-spouse;Tech-support;Husband;0;0;50;United-States;>50K
543;26;White;Male;Private;256000;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;99999;0;60;United-States;>50K
544;61;Black;Male;Self-emp-not-inc;243493;HS-grad;9;Married-civ-spouse;Other-service;Husband;0;0;12;United-States;<=50K
545;32;Asian-Pac-Islander;Male;Private;167106;HS-grad;9;Married-civ-spouse;Sales;Husband;0;0;40;Hong;<=50K
546;49;White;Male;Private;116143;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;United-States;<=50K
547;20;White;Male;Private;380544;Assoc-acdm;12;Never-married;Transport-moving;Own-child;0;0;20;United-States;<=50K
548;50;White;Male;Self-emp-not-inc;146603;Prof-school;15;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;>50K
549;40;Black;Female;Self-emp-not-inc;198953;Assoc-acdm;12;Never-married;Prof-specialty;Own-child;0;0;2;United-States;<=50K
550;50;White;Male;Private;173630;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;0;0;35;United-States;<=50K
551;52;Asian-Pac-Islander;Male;Private;145271;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
552;20;White;Female;Private;157332;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;25;United-States;<=50K
553;25;White;Male;Private;192273;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;<=50K
554;49;White;Male;Private;177211;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;>50K
555;23;White;Female;Private;54472;Some-college;10;Married-spouse-absent;Other-service;Not-in-family;0;0;50;United-States;<=50K
556;49;Black;Male;Private;211005;Some-college;10;Married-civ-spouse;Machine-op-inspct;Husband;0;0;60;United-States;<=50K
557;34;White;Female;Local-gov;117018;Some-college;10;Never-married;Protective-serv;Not-in-family;0;0;40;United-States;<=50K
558;26;Asian-Pac-Islander;Female;Private;183224;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;35;United-States;<=50K
559;32;White;Female;Private;283400;HS-grad;9;Never-married;Machine-op-inspct;Not-in-family;0;0;40;United-States;<=50K
560;17;White;Male;Private;226717;12th;8;Never-married;Handlers-cleaners;Own-child;0;0;20;United-States;<=50K
561;52;White;Female;Private;111700;Some-college;10;Divorced;Sales;Other-relative;0;0;20;United-States;>50K
562;20;White;Female;Private;127185;Some-college;10;Never-married;Prof-specialty;Own-child;0;0;15;United-States;<=50K
563;34;White;Male;Private;252646;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;7298;0;50;United-States;>50K
564;17;White;Male;Private;29571;12th;8;Never-married;Handlers-cleaners;Own-child;0;0;15;United-States;<=50K
565;50;White;Male;Federal-gov;222020;HS-grad;9;Married-civ-spouse;Adm-clerical;Husband;0;0;48;United-States;<=50K
566;48;White;Male;Private;227714;Bachelors;13;Married-civ-spouse;Sales;Husband;0;0;60;United-States;<=50K
567;59;White;Male;Private;66356;7th-8th;4;Never-married;Farming-fishing;Unmarried;4865;0;40;United-States;<=50K
568;37;White;Male;Private;167482;10th;6;Never-married;Craft-repair;Own-child;0;0;35;United-States;<=50K
569;32;White;Male;Private;419691;12th;8;Married-civ-spouse;Sales;Husband;0;0;40;United-States;>50K
570;22;White;Female;Private;122272;Bachelors;13;Never-married;Adm-clerical;Own-child;0;0;35;United-States;<=50K
571;33;Amer-Indian-Eskimo;Male;Private;356015;HS-grad;9;Separated;Craft-repair;Not-in-family;0;0;35;Hong;<=50K
572;45;White;Female;Private;161954;Bachelors;13;Never-married;Prof-specialty;Not-in-family;0;0;40;Germany;<=50K
573;50;White;Female;Self-emp-not-inc;156606;Some-college;10;Married-civ-spouse;Exec-managerial;Wife;0;0;30;United-States;<=50K
574;56;White;Male;Private;65325;Bachelors;13;Married-civ-spouse;Adm-clerical;Husband;0;0;50;United-States;<=50K
575;42;White;Female;Local-gov;193537;7th-8th;4;Married-spouse-absent;Other-service;Not-in-family;0;0;35;Puerto-Rico;<=50K
576;25;White;Male;Private;298225;HS-grad;9;Divorced;Craft-repair;Not-in-family;0;0;50;United-States;<=50K
577;39;White;Male;Private;290321;10th;6;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;United-States;<=50K
578;19;White;Female;Private;138153;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;10;United-States;<=50K
579;43;White;Male;Private;186144;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;>50K
580;32;White;Female;Private;240888;Assoc-acdm;12;Divorced;Adm-clerical;Unmarried;0;0;40;United-States;<=50K
581;30;Black;Male;Private;296462;Masters;14;Never-married;Prof-specialty;Not-in-family;0;0;30;United-States;<=50K
582;69;White;Male;Private;229418;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;0;0;40;United-States;<=50K
583;30;White;Male;Self-emp-inc;356689;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;0;0;60;United-States;<=50K
584;50;White;Male;Private;176609;Some-college;10;Divorced;Other-service;Not-in-family;0;0;45;United-States;<=50K
585;55;White;Male;Private;104724;Doctorate;16;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;>50K
586;35;White;Male;Private;129305;HS-grad;9;Never-married;Other-service;Not-in-family;0;0;30;United-States;<=50K
587;33;White;Male;Private;283602;5th-6th;3;Married-civ-spouse;Other-service;Husband;0;0;59;Mexico;<=50K
588;52;White;Male;Private;108435;Masters;14;Married-civ-spouse;Exec-managerial;Husband;0;1902;50;Greece;>50K
589;23;White;Female;Private;91842;Bachelors;13;Never-married;Exec-managerial;Not-in-family;0;0;30;United-States;<=50K
590;25;White;Male;Private;114150;HS-grad;9;Never-married;Handlers-cleaners;Other-relative;0;0;40;United-States;<=50K
591;32;White;Male;Private;168854;HS-grad;9;Married-civ-spouse;Other-service;Husband;0;0;54;United-States;<=50K
592;40;White;Female;Private;237671;Some-college;10;Married-civ-spouse;Tech-support;Wife;0;0;40;United-States;>50K
593;35;White;Male;Private;210945;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Husband;0;0;50;United-States;<=50K
594;59;White;Female;Private;139344;Some-college;10;Married-civ-spouse;Adm-clerical;Wife;0;0;40;United-States;>50K
595;40;White;Male;Self-emp-not-inc;27242;HS-grad;9;Married-civ-spouse;Farming-fishing;Husband;0;0;84;United-States;<=50K
596;47;White;Male;Self-emp-inc;201699;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;>50K
597;26;White;Female;Private;142914;Assoc-acdm;12;Married-civ-spouse;Prof-specialty;Wife;0;0;75;United-States;<=50K
598;50;White;Male;Self-emp-not-inc;203098;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;35;United-States;<=50K
599;59;Black;Female;Federal-gov;43280;Some-college;10;Never-married;Exec-managerial;Own-child;0;0;40;United-States;<=50K
600;19;White;Male;Private;250818;Some-college;10;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
601;39;White;Female;Private;98948;Assoc-acdm;12;Never-married;Sales;Not-in-family;0;0;40;United-States;<=50K
602;23;White;Male;Private;182117;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;40;United-States;<=50K
603;36;White;Female;Local-gov;578377;Masters;14;Married-civ-spouse;Prof-specialty;Wife;0;0;40;United-States;<=50K
604;22;White;Male;Private;317528;Some-college;10;Never-married;Sales;Own-child;0;0;34;United-States;<=50K
605;28;Asian-Pac-Islander;Male;Private;375313;HS-grad;9;Never-married;Tech-support;Not-in-family;0;0;50;United-States;<=50K
606;30;White;Male;Private;83253;HS-grad;9;Married-civ-spouse;Prof-specialty;Husband;0;0;55;United-States;<=50K
607;23;Asian-Pac-Islander;Male;Private;123983;Assoc-voc;11;Never-married;Prof-specialty;Own-child;0;0;40;United-States;<=50K
608;43;White;Male;Private;193459;11th;7;Married-civ-spouse;Handlers-cleaners;Husband;0;0;40;United-States;<=50K
609;58;White;Male;Private;316849;Some-college;10;Divorced;Other-service;Not-in-family;0;0;40;United-States;<=50K
610;46;Asian-Pac-Islander;Male;Private;91262;Some-college;10;Married-spouse-absent;Craft-repair;Not-in-family;0;0;40;Philippines;<=50K
611;35;White;Male;Private;123606;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;0;0;40;United-States;<=50K
612;40;Black;Male;Private;275446;HS-grad;9;Never-married;Sales;Own-child;0;0;40;United-States;<=50K
613;48;White;Female;Private;280422;Some-college;10;Separated;Other-service;Not-in-family;0;0;25;Peru;<=50K
614;46;White;Male;Self-emp-not-inc;176863;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;0;0;40;United-States;<=50K
615;51;White;Male;Private;210736;HS-grad;9;Married-spouse-absent;Craft-repair;Not-in-family;0;0;40;United-States;<=50K
616;41;White;Male;Self-emp-inc;177905;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;7688;0;70;United-States;>50K
617;61;White;Male;Private;238913;Assoc-voc;11;Married-civ-spouse;Tech-support;Husband;0;0;40;United-States;>50K
618;44;White;Male;Private;157236;Some-college;10;Married-spouse-absent;Handlers-cleaners;Unmarried;0;0;40;Poland;<=50K
619;33;White;Male;Private;99309;Some-college;10;Divorced;Craft-repair;Unmarried;0;0;50;United-States;<=50K
620;57;Black;Male;Federal-gov;62020;Prof-school;15;Divorced;Exec-managerial;Not-in-family;0;0;55;United-States;>50K
621;25;Black;Female;Private;267431;Bachelors;13;Never-married;Prof-specialty;Own-child;0;0;55;United-States;<=50K
622;31;White;Male;Private;352465;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;15024;0;50;United-States;>50K
623;33;Black;Male;Private;295589;Bachelors;13;Never-married;Prof-specialty;Not-in-family;0;0;50;United-States;>50K
624;32;White;Female;Private;235109;Some-college;10;Divorced;Adm-clerical;Unmarried;0;0;40;United-States;<=50K
625;40;White;Male;Private;190290;Some-college;10;Divorced;Sales;Not-in-family;0;0;40;United-States;<=50K
626;42;White;Male;Self-emp-not-inc;29962;Bachelors;13;Married-civ-spouse;Sales;Husband;0;0;48;United-States;<=50K
627;32;White;Male;Self-emp-inc;78530;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;15024;0;50;United-States;>50K
628;27;White;Male;Private;492263;10th;6;Separated;Machine-op-inspct;Own-child;0;0;35;Mexico;<=50K
629;31;White;Male;Private;87891;Some-college;10;Married-civ-spouse;Adm-clerical;Husband;0;0;40;United-States;<=50K
630;40;White;Male;Private;207578;Assoc-acdm;12;Married-civ-spouse;Tech-support;Husband;0;1977;60;United-States;>50K
631;26;Black;Female;Private;240842;HS-grad;9;Never-married;Machine-op-inspct;Unmarried;0;0;40;United-States;<=50K
632;20;White;Male;Private;204641;HS-grad;9;Never-married;Adm-clerical;Own-child;0;0;20;United-States;<=50K
633;28;White;Male;Private;336951;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;>50K
634;25;White;Male;Private;177499;Bachelors;13;Never-married;Craft-repair;Own-child;0;1590;35;United-States;<=50K
635;54;White;Male;Private;123374;7th-8th;4;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
636;25;White;Male;Private;144301;Some-college;10;Never-married;Sales;Own-child;0;0;42;United-States;<=50K
637;27;White;Male;Self-emp-not-inc;208577;HS-grad;9;Never-married;Craft-repair;Not-in-family;0;2258;50;United-States;<=50K
638;45;White;Male;Self-emp-inc;142719;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;40;United-States;>50K
639;39;White;Male;Self-emp-not-inc;31848;Some-college;10;Married-civ-spouse;Farming-fishing;Husband;2829;0;90;United-States;<=50K
640;43;White;Male;Private;240124;Assoc-voc;11;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
641;47;Black;Female;Private;211668;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Wife;0;0;40;United-States;>50K
642;28;White;Male;Private;405793;Assoc-acdm;12;Married-civ-spouse;Tech-support;Husband;0;0;45;United-States;>50K
643;32;White;Male;Federal-gov;125856;HS-grad;9;Divorced;Craft-repair;Unmarried;0;0;40;United-States;<=50K
644;31;White;Male;Private;148607;Some-college;10;Divorced;Machine-op-inspct;Not-in-family;0;0;40;United-States;<=50K
645;17;White;Female;Private;150262;11th;7;Never-married;Sales;Own-child;0;0;20;United-States;<=50K
646;56;White;Female;Private;129836;HS-grad;9;Married-civ-spouse;Other-service;Wife;0;0;10;United-States;<=50K
647;37;White;Male;Private;69481;HS-grad;9;Divorced;Machine-op-inspct;Not-in-family;0;0;40;United-States;<=50K
648;57;Black;Male;Private;36990;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;52;United-States;<=50K
649;35;White;Male;State-gov;349066;HS-grad;9;Divorced;Machine-op-inspct;Own-child;0;0;40;United-States;<=50K
650;70;White;Female;Private;121993;HS-grad;9;Married-civ-spouse;Adm-clerical;Wife;0;0;5;United-States;<=50K
651;21;Black;Female;Private;188073;HS-grad;9;Never-married;Machine-op-inspct;Own-child;0;0;40;United-States;<=50K
652;49;White;Male;Private;261688;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;5013;0;60;United-States;<=50K
653;32;White;Male;State-gov;203849;7th-8th;4;Married-civ-spouse;Handlers-cleaners;Husband;0;0;19;United-States;<=50K
654;41;White;Male;Private;183850;HS-grad;9;Divorced;Sales;Not-in-family;0;0;50;United-States;<=50K
655;23;White;Male;Private;189461;HS-grad;9;Never-married;Sales;Other-relative;0;0;55;United-States;<=50K
656;65;White;Female;Local-gov;254413;Some-college;10;Divorced;Exec-managerial;Not-in-family;0;0;40;United-States;<=50K
657;58;Black;Female;Private;317479;HS-grad;9;Divorced;Machine-op-inspct;Not-in-family;0;0;40;United-States;<=50K
658;20;White;Male;Private;230113;Some-college;10;Never-married;Other-service;Own-child;0;0;50;United-States;<=50K
659;23;Black;Male;Private;291407;Some-college;10;Never-married;Sales;Own-child;0;0;25;United-States;<=50K
660;22;White;Male;Private;245524;12th;8;Never-married;Other-service;Not-in-family;0;0;35;United-States;<=50K
661;43;Black;Male;Self-emp-not-inc;311177;Some-college;10;Never-married;Transport-moving;Not-in-family;0;0;30;United-States;<=50K
662;33;Other;Male;Private;452924;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;Mexico;<=50K
663;32;White;Male;Private;119124;Bachelors;13;Never-married;Prof-specialty;Own-child;0;0;40;United-States;<=50K
664;37;White;Male;Local-gov;218490;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;7688;0;35;United-States;>50K
665;66;White;Male;Private;186324;Bachelors;13;Married-civ-spouse;Sales;Husband;0;0;5;United-States;>50K
666;36;Black;Male;Private;337039;Assoc-acdm;12;Never-married;Tech-support;Not-in-family;14344;0;40;England;>50K
667;30;White;Female;Private;129227;HS-grad;9;Widowed;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
668;20;White;Male;Private;168165;Some-college;10;Never-married;Other-service;Own-child;0;0;30;United-States;<=50K
669;30;White;Female;Private;174543;Assoc-acdm;12;Never-married;Prof-specialty;Own-child;0;0;40;United-States;<=50K
670;41;White;Male;Local-gov;174575;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
671;27;White;Male;Private;130807;Assoc-acdm;12;Married-civ-spouse;Tech-support;Husband;0;0;40;United-States;<=50K
672;41;White;Male;State-gov;355756;Some-college;10;Never-married;Prof-specialty;Not-in-family;0;0;40;United-States;<=50K
673;38;White;Female;Private;26987;HS-grad;9;Divorced;Other-service;Unmarried;0;0;40;United-States;<=50K
674;17;White;Male;Private;191910;10th;6;Never-married;Other-service;Own-child;0;0;25;United-States;<=50K
675;37;Black;Female;Private;290609;HS-grad;9;Divorced;Adm-clerical;Unmarried;0;0;40;United-States;<=50K
676;28;White;Female;Federal-gov;281860;Bachelors;13;Never-married;Prof-specialty;Not-in-family;0;0;40;United-States;<=50K
677;37;White;Male;Private;105021;Bachelors;13;Married-civ-spouse;Sales;Husband;0;0;50;United-States;>50K
678;28;White;Male;Self-emp-not-inc;191027;HS-grad;9;Divorced;Farming-fishing;Not-in-family;0;0;40;United-States;<=50K
679;30;White;Female;Private;169841;HS-grad;9;Divorced;Sales;Not-in-family;0;0;25;United-States;<=50K
680;43;White;Male;Private;145441;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;>50K
681;39;White;Female;Private;192702;Masters;14;Never-married;Craft-repair;Not-in-family;0;0;50;United-States;<=50K
682;31;Black;Male;Private;467579;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;0;1887;40;United-States;>50K
683;21;White;Male;Private;162667;Bachelors;13;Never-married;Adm-clerical;Not-in-family;0;0;40;Columbia;<=50K
684;21;White;Male;State-gov;164922;Some-college;10;Never-married;Handlers-cleaners;Own-child;0;0;40;United-States;<=50K
685;21;Black;Female;Private;25505;Assoc-voc;11;Never-married;Adm-clerical;Unmarried;0;0;35;United-States;<=50K
686;57;White;Female;Local-gov;109973;HS-grad;9;Divorced;Other-service;Not-in-family;0;0;40;United-States;<=50K
687;48;White;Male;Private;149640;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;0;0;40;United-States;<=50K
688;36;White;Male;Private;147548;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;0;0;85;United-States;<=50K
689;22;White;Male;Private;356567;Assoc-voc;11;Divorced;Tech-support;Not-in-family;0;0;60;United-States;<=50K
690;34;White;Male;Private;137814;Some-college;10;Separated;Sales;Not-in-family;0;0;45;United-States;<=50K
691;22;White;Female;Private;234880;Some-college;10;Never-married;Adm-clerical;Own-child;0;0;25;United-States;<=50K
692;40;White;Male;Self-emp-not-inc;177810;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;0;0;30;United-States;<=50K
693;34;White;Female;State-gov;98995;Assoc-voc;11;Never-married;Prof-specialty;Not-in-family;0;0;40;United-States;<=50K
694;17;White;Male;Private;132755;11th;7;Never-married;Sales;Own-child;0;0;15;United-States;<=50K
695;51;White;Female;Private;139347;HS-grad;9;Married-civ-spouse;Adm-clerical;Wife;7688;0;40;United-States;>50K
696;18;White;Female;Private;203301;HS-grad;9;Never-married;Adm-clerical;Own-child;0;0;40;United-States;<=50K
697;36;White;Male;Private;24106;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;3103;0;40;United-States;>50K
698;18;Black;Male;Private;236069;10th;6;Never-married;Other-service;Own-child;0;0;10;United-States;<=50K
699;41;White;Male;Private;185267;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;<=50K
700;44;Black;Female;Private;201599;11th;7;Never-married;Machine-op-inspct;Unmarried;0;0;40;United-States;<=50K
701;47;White;Male;Self-emp-inc;483596;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;2885;0;32;United-States;<=50K
702;54;White;Female;State-gov;187686;Some-college;10;Divorced;Adm-clerical;Not-in-family;0;0;38;United-States;<=50K
703;31;White;Female;Federal-gov;139455;Bachelors;13;Never-married;Exec-managerial;Own-child;0;0;40;Cuba;<=50K
704;41;White;Female;Private;31221;HS-grad;9;Divorced;Other-service;Unmarried;0;0;30;United-States;<=50K
705;33;Other;Male;Private;142383;Assoc-acdm;12;Never-married;Sales;Not-in-family;0;0;36;United-States;<=50K
706;68;White;Male;Private;217424;HS-grad;9;Married-civ-spouse;Protective-serv;Husband;0;0;24;United-States;<=50K
707;52;White;Male;Private;312477;HS-grad;9;Widowed;Transport-moving;Not-in-family;0;0;40;United-States;<=50K
708;63;Black;Male;Private;205246;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Husband;0;0;40;United-States;<=50K
709;18;White;Female;Private;180039;12th;8;Never-married;Sales;Own-child;0;0;20;United-States;<=50K
710;21;White;Female;Private;126613;Some-college;10;Never-married;Other-service;Own-child;0;0;40;United-States;<=50K
711;36;White;Male;Self-emp-inc;186035;Some-college;10;Married-civ-spouse;Sales;Husband;0;0;60;United-States;>50K
712;52;Black;Female;Private;145081;7th-8th;4;Never-married;Machine-op-inspct;Not-in-family;0;0;40;United-States;<=50K
713;44;White;Female;Private;346594;HS-grad;9;Divorced;Other-service;Unmarried;0;0;40;United-States;<=50K
714;38;White;Male;Private;172538;Bachelors;13;Married-civ-spouse;Exec-managerial;Husband;15024;0;50;United-States;>50K
715;23;White;Female;Private;109430;HS-grad;9;Never-married;Other-service;Not-in-family;0;0;40;United-States;<=50K
716;29;Black;Male;Self-emp-not-inc;229842;HS-grad;9;Never-married;Transport-moving;Unmarried;0;0;45;United-States;<=50K
717;18;Black;Male;Private;131033;11th;7;Never-married;Other-service;Other-relative;0;0;15;United-States;<=50K
718;40;White;Male;Self-emp-inc;37869;HS-grad;9;Married-civ-spouse;Exec-managerial;Husband;0;0;50;United-States;<=50K
719;26;White;Female;Local-gov;103148;HS-grad;9;Never-married;Adm-clerical;Not-in-family;0;0;40;United-States;<=50K
720;26;White;Female;Private;34803;HS-grad;9;Never-married;Exec-managerial;Not-in-family;0;0;40;United-States;<=50K
721;20;White;Male;Private;318036;HS-grad;9;Never-married;Other-service;Not-in-family;0;0;40;United-States;<=50K
722;27;White;Male;Private;177351;Bachelors;13;Never-married;Sales;Not-in-family;0;0;45;United-States;<=50K
723;34;White;Male;Private;204991;Some-college;10;Divorced;Exec-managerial;Own-child;0;0;44;United-States;<=50K
724;29;Black;Female;Private;119052;HS-grad;9;Never-married;Handlers-cleaners;Not-in-family;0;0;40;United-States;<=50K
725;51;White;Male;Private;302847;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;54;United-States;<=50K
726;33;White;Male;Private;75167;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;0;0;55;United-States;<=50K
727;48;White;Female;Private;329778;HS-grad;9;Widowed;Other-service;Unmarried;0;0;40;United-States;<=50K
728;33;White;Female;Self-emp-not-inc;34102;HS-grad;9;Never-married;Other-service;Not-in-family;0;0;35;United-States;<=50K
729;36;White;Male;Private;170376;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;45;United-States;>50K
730;36;White;Male;Private;192704;12th;8;Never-married;Exec-managerial;Not-in-family;4650;0;50;United-States;<=50K
731;57;Black;Male;Federal-gov;337895;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;0;0;40;United-States;>50K
732;31;White;Male;Private;228873;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
733;57;White;Male;Private;173796;HS-grad;9;Married-civ-spouse;Transport-moving;Husband;0;1887;40;United-States;>50K
734;35;White;Male;Private;261293;Masters;14;Never-married;Sales;Not-in-family;0;0;60;United-States;<=50K
735;49;White;Male;Private;67365;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;>50K
736;24;White;Male;Private;437666;HS-grad;9;Married-civ-spouse;Craft-repair;Husband;2885;0;50;United-States;<=50K
737;45;White;Male;Local-gov;192793;Some-college;10;Married-civ-spouse;Protective-serv;Husband;0;0;40;United-States;>50K
738;44;White;Male;Private;98779;10th;6;Married-civ-spouse;Machine-op-inspct;Husband;4386;0;60;United-States;<=50K
739;64;White;Female;Local-gov;182866;HS-grad;9;Widowed;Other-service;Unmarried;0;0;40;United-States;<=50K
740;52;White;Male;Private;284329;Assoc-voc;11;Married-civ-spouse;Prof-specialty;Husband;15024;0;40;United-States;>50K
741;45;White;Female;State-gov;208049;HS-grad;9;Divorced;Tech-support;Unmarried;0;0;40;United-States;<=50K
742;34;White;Male;Self-emp-not-inc;288486;11th;7;Married-civ-spouse;Craft-repair;Husband;0;0;40;United-States;<=50K
743;35;Asian-Pac-Islander;Male;Private;202397;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;0;0;40;Philippines;>50K
744;23;White;Male;Local-gov;314819;HS-grad;9;Never-married;Transport-moving;Own-child;0;0;40;United-States;<=50K
745;39;White;Female;Private;388023;HS-grad;9;Divorced;Exec-managerial;Not-in-family;0;0;38;United-States;<=50K
746;54;Black;Female;Private;115602;HS-grad;9;Married-civ-spouse;Other-service;Wife;0;0;40;United-States;<=50K
747;23;White;Male;Private;221955;9th;5;Never-married;Handlers-cleaners;Other-relative;0;0;39;Mexico;<=50K
